Date,High,Low,Open,Close,Volume,Adj Close,High-Low (Volatility),Close-Open
17 12 2015,2076.370117,2041.660034,2073.76001,2041.890015,4327390000,2041.890015,34.71008301,-31.86999512
18 12 2015,2040.810059,2005.329956,2040.810059,2005.550049,6683070000,2005.550049,35.48010254,-35.26000977
19 12 2015,2040.810059,2005.329956,2040.810059,2005.550049,6683070000,2005.550049,35.48010254,-35.26000977
20 12 2015,2040.810059,2005.329956,2040.810059,2005.550049,6683070000,2005.550049,35.48010254,-35.26000977
21 12 2015,2022.900024,2005.930054,2010.27002,2021.150024,3760280000,2021.150024,16.9699707,10.88000488
22 12 2015,2042.73999,2020.48999,2023.150024,2038.969971,3520860000,2038.969971,22.25,15.81994629
23 12 2015,2064.72998,2042.199951,2042.199951,2064.290039,3484090000,2064.290039,22.5300293,22.09008789
24 12 2015,2067.360107,2058.72998,2063.52002,2060.98999,1411860000,2060.98999,8.630126953,-2.530029297
25 12 2015,2067.360107,2058.72998,2063.52002,2060.98999,1411860000,2060.98999,8.630126953,-2.530029297
26 12 2015,2067.360107,2058.72998,2063.52002,2060.98999,1411860000,2060.98999,8.630126953,-2.530029297
27 12 2015,2067.360107,2058.72998,2063.52002,2060.98999,1411860000,2060.98999,8.630126953,-2.530029297
28 12 2015,2057.77002,2044.199951,2057.77002,2056.5,2492510000,2056.5,13.57006836,-1.270019531
29 12 2015,2081.560059,2060.540039,2060.540039,2078.360107,2542000000,2078.360107,21.02001953,17.82006836
30 12 2015,2077.340088,2061.969971,2077.340088,2063.360107,2367430000,2063.360107,15.37011719,-13.97998047
31 12 2015,2062.540039,2043.619995,2060.590088,2043.939941,2655330000,2043.939941,18.92004395,-16.65014648
1 01 2016,2062.540039,2043.619995,2060.590088,2043.939941,2655330000,2043.939941,18.92004395,-16.65014648
2 01 2016,2062.540039,2043.619995,2060.590088,2043.939941,2655330000,2043.939941,18.92004395,-16.65014648
3 01 2016,2062.540039,2043.619995,2060.590088,2043.939941,2655330000,2043.939941,18.92004395,-16.65014648
4 01 2016,2038.199951,1989.680054,2038.199951,2012.660034,4304880000,2012.660034,48.51989746,-25.53991699
5 01 2016,2021.939941,2004.170044,2013.780029,2016.709961,3706620000,2016.709961,17.76989746,2.929931641
6 01 2016,2011.709961,1979.050049,2011.709961,1990.26001,4336660000,1990.26001,32.65991211,-21.44995117
7 01 2016,1985.319946,1938.829956,1985.319946,1943.089966,5076590000,1943.089966,46.48999023,-42.22998047
8 01 2016,1960.400024,1918.459961,1945.969971,1922.030029,4664940000,1922.030029,41.94006348,-23.93994141
9 01 2016,1960.400024,1918.459961,1945.969971,1922.030029,4664940000,1922.030029,41.94006348,-23.93994141
10 01 2016,1960.400024,1918.459961,1945.969971,1922.030029,4664940000,1922.030029,41.94006348,-23.93994141
11 01 2016,1935.650024,1901.099976,1926.119995,1923.670044,4607290000,1923.670044,34.55004883,-2.449951172
12 01 2016,1947.380005,1914.349976,1927.829956,1938.680054,4887260000,1938.680054,33.0300293,10.85009766
13 01 2016,1950.329956,1886.410034,1940.339966,1890.280029,5087030000,1890.280029,63.91992188,-50.05993652
14 01 2016,1934.469971,1878.930054,1891.680054,1921.839966,5241110000,1921.839966,55.53991699,30.15991211
15 01 2016,1916.680054,1857.829956,1916.680054,1880.329956,5468460000,1880.329956,58.85009766,-36.35009766
16 01 2016,1916.680054,1857.829956,1916.680054,1880.329956,5468460000,1880.329956,58.85009766,-36.35009766
17 01 2016,1916.680054,1857.829956,1916.680054,1880.329956,5468460000,1880.329956,58.85009766,-36.35009766
18 01 2016,1916.680054,1857.829956,1916.680054,1880.329956,5468460000,1880.329956,58.85009766,-36.35009766
19 01 2016,1901.439941,1864.599976,1888.660034,1881.329956,4928350000,1881.329956,36.83996582,-7.330078125
20 01 2016,1876.180054,1812.290039,1876.180054,1859.329956,6416070000,1859.329956,63.89001465,-16.85009766
21 01 2016,1889.849976,1848.97998,1861.459961,1868.98999,5078810000,1868.98999,40.86999512,7.530029297
22 01 2016,1908.849976,1877.400024,1877.400024,1906.900024,4901760000,1906.900024,31.44995117,29.5
23 01 2016,1908.849976,1877.400024,1877.400024,1906.900024,4901760000,1906.900024,31.44995117,29.5
24 01 2016,1908.849976,1877.400024,1877.400024,1906.900024,4901760000,1906.900024,31.44995117,29.5
25 01 2016,1906.280029,1875.969971,1906.280029,1877.079956,4401380000,1877.079956,30.31005859,-29.20007324
26 01 2016,1906.72998,1878.790039,1878.790039,1903.630005,4357940000,1903.630005,27.93994141,24.83996582
27 01 2016,1916.98999,1872.699951,1902.52002,1882.949951,4754040000,1882.949951,44.29003906,-19.57006836
28 01 2016,1902.959961,1873.650024,1885.219971,1893.359985,4693010000,1893.359985,29.30993652,8.140014648
29 01 2016,1940.23999,1894,1894,1940.23999,5497570000,1940.23999,46.23999023,46.23999023
30 01 2016,1940.23999,1894,1894,1940.23999,5497570000,1940.23999,46.23999023,46.23999023
31 01 2016,1940.23999,1894,1894,1940.23999,5497570000,1940.23999,46.23999023,46.23999023
1 02 2016,1947.199951,1920.300049,1936.939941,1939.380005,4322530000,1939.380005,26.89990234,2.440063477
2 02 2016,1935.26001,1897.290039,1935.26001,1903.030029,4463190000,1903.030029,37.9699707,-32.22998047
3 02 2016,1918.01001,1872.22998,1907.069946,1912.530029,5172950000,1912.530029,45.7800293,5.460083008
4 02 2016,1927.349976,1900.52002,1911.670044,1915.449951,5193320000,1915.449951,26.82995605,3.779907227
5 02 2016,1913.069946,1872.650024,1913.069946,1880.050049,4929940000,1880.050049,40.41992188,-33.01989746
6 02 2016,1913.069946,1872.650024,1913.069946,1880.050049,4929940000,1880.050049,40.41992188,-33.01989746
7 02 2016,1913.069946,1872.650024,1913.069946,1880.050049,4929940000,1880.050049,40.41992188,-33.01989746
8 02 2016,1873.25,1828.459961,1873.25,1853.439941,5636460000,1853.439941,44.79003906,-19.81005859
9 02 2016,1868.25,1834.939941,1848.459961,1852.209961,5183220000,1852.209961,33.31005859,3.75
10 02 2016,1881.599976,1850.319946,1857.099976,1851.859985,4471170000,1851.859985,31.2800293,-5.239990234
11 02 2016,1847,1810.099976,1847,1829.079956,5500800000,1829.079956,36.90002441,-17.92004395
12 02 2016,1864.780029,1833.400024,1833.400024,1864.780029,4696920000,1864.780029,31.38000488,31.38000488
13 02 2016,1864.780029,1833.400024,1833.400024,1864.780029,4696920000,1864.780029,31.38000488,31.38000488
14 02 2016,1864.780029,1833.400024,1833.400024,1864.780029,4696920000,1864.780029,31.38000488,31.38000488
15 02 2016,1864.780029,1833.400024,1833.400024,1864.780029,4696920000,1864.780029,31.38000488,31.38000488
16 02 2016,1895.77002,1871.439941,1871.439941,1895.579956,4570670000,1895.579956,24.33007813,24.14001465
17 02 2016,1930.680054,1898.800049,1898.800049,1926.819946,5011540000,1926.819946,31.88000488,28.01989746
18 02 2016,1930,1915.089966,1927.569946,1917.829956,4436490000,1917.829956,14.91003418,-9.739990234
19 02 2016,1918.780029,1902.170044,1916.73999,1917.780029,4142850000,1917.780029,16.60998535,1.040039063
20 02 2016,1918.780029,1902.170044,1916.73999,1917.780029,4142850000,1917.780029,16.60998535,1.040039063
21 02 2016,1918.780029,1902.170044,1916.73999,1917.780029,4142850000,1917.780029,16.60998535,1.040039063
22 02 2016,1946.699951,1924.439941,1924.439941,1945.5,4054710000,1945.5,22.26000977,21.06005859
23 02 2016,1942.380005,1919.439941,1942.380005,1921.27002,3890650000,1921.27002,22.94006348,-21.10998535
24 02 2016,1932.079956,1891,1917.560059,1929.800049,4317250000,1929.800049,41.07995605,12.23999023
25 02 2016,1951.829956,1925.410034,1931.869995,1951.699951,4118210000,1951.699951,26.41992188,19.82995605
26 02 2016,1962.959961,1945.780029,1954.949951,1948.050049,4348510000,1948.050049,17.17993164,-6.899902344
27 02 2016,1962.959961,1945.780029,1954.949951,1948.050049,4348510000,1948.050049,17.17993164,-6.899902344
28 02 2016,1962.959961,1945.780029,1954.949951,1948.050049,4348510000,1948.050049,17.17993164,-6.899902344
29 02 2016,1958.27002,1931.810059,1947.130005,1932.22998,4588180000,1932.22998,26.45996094,-14.90002441
1 03 2016,1978.349976,1937.089966,1937.089966,1978.349976,4819750000,1978.349976,41.26000977,41.26000977
2 03 2016,1986.51001,1968.800049,1976.599976,1986.449951,4666610000,1986.449951,17.70996094,9.849975586
3 03 2016,1993.689941,1977.369995,1985.599976,1993.400024,5081700000,1993.400024,16.31994629,7.800048828
4 03 2016,2009.130005,1986.77002,1994.01001,1999.98999,6049930000,1999.98999,22.35998535,5.979980469
5 03 2016,2009.130005,1986.77002,1994.01001,1999.98999,6049930000,1999.98999,22.35998535,5.979980469
6 03 2016,2009.130005,1986.77002,1994.01001,1999.98999,6049930000,1999.98999,22.35998535,5.979980469
7 03 2016,2006.119995,1989.380005,1996.109985,2001.76001,4968180000,2001.76001,16.73999023,5.650024414
8 03 2016,1996.880005,1977.430054,1996.880005,1979.26001,4641650000,1979.26001,19.44995117,-17.61999512
9 03 2016,1992.689941,1979.839966,1981.439941,1989.26001,4038120000,1989.26001,12.84997559,7.820068359
10 03 2016,2005.079956,1969.25,1990.969971,1989.569946,4376790000,1989.569946,35.82995605,-1.400024414
11 03 2016,2022.369995,1994.709961,1994.709961,2022.189941,4078620000,2022.189941,27.66003418,27.47998047
12 03 2016,2022.369995,1994.709961,1994.709961,2022.189941,4078620000,2022.189941,27.66003418,27.47998047
13 03 2016,2022.369995,1994.709961,1994.709961,2022.189941,4078620000,2022.189941,27.66003418,27.47998047
14 03 2016,2024.569946,2012.050049,2019.27002,2019.640015,3487850000,2019.640015,12.51989746,0.369995117
15 03 2016,2015.939941,2005.22998,2015.27002,2015.930054,3560280000,2015.930054,10.70996094,0.66003418
16 03 2016,2032.02002,2010.040039,2014.23999,2027.219971,4057020000,2027.219971,21.97998047,12.97998047
17 03 2016,2046.23999,2022.160034,2026.900024,2040.589966,4530480000,2040.589966,24.07995605,13.68994141
18 03 2016,2052.360107,2041.160034,2041.160034,2049.580078,6503140000,2049.580078,11.20007324,8.420043945
19 03 2016,2052.360107,2041.160034,2041.160034,2049.580078,6503140000,2049.580078,11.20007324,8.420043945
20 03 2016,2052.360107,2041.160034,2041.160034,2049.580078,6503140000,2049.580078,11.20007324,8.420043945
21 03 2016,2053.909912,2043.140015,2047.880005,2051.600098,3376600000,2051.600098,10.76989746,3.720092773
22 03 2016,2056.600098,2040.569946,2048.639893,2049.800049,3418460000,2049.800049,16.03015137,1.16015625
23 03 2016,2048.550049,2034.859985,2048.550049,2036.709961,3639510000,2036.709961,13.69006348,-11.84008789
24 03 2016,2036.040039,2022.48999,2032.47998,2035.939941,3407720000,2035.939941,13.55004883,3.459960938
25 03 2016,2036.040039,2022.48999,2032.47998,2035.939941,3407720000,2035.939941,13.55004883,3.459960938
26 03 2016,2036.040039,2022.48999,2032.47998,2035.939941,3407720000,2035.939941,13.55004883,3.459960938
27 03 2016,2036.040039,2022.48999,2032.47998,2035.939941,3407720000,2035.939941,13.55004883,3.459960938
28 03 2016,2042.670044,2031.959961,2037.890015,2037.050049,2809090000,2037.050049,10.71008301,-0.83996582
29 03 2016,2055.909912,2028.310059,2035.75,2055.01001,3822330000,2055.01001,27.59985352,19.26000977
30 03 2016,2072.209961,2058.27002,2058.27002,2063.949951,3590310000,2063.949951,13.93994141,5.679931641
31 03 2016,2067.919922,2057.459961,2063.77002,2059.73999,3715280000,2059.73999,10.45996094,-4.030029297
1 04 2016,2075.070068,2043.97998,2056.620117,2072.780029,3749990000,2072.780029,31.09008789,16.15991211
2 04 2016,2075.070068,2043.97998,2056.620117,2072.780029,3749990000,2072.780029,31.09008789,16.15991211
3 04 2016,2075.070068,2043.97998,2056.620117,2072.780029,3749990000,2072.780029,31.09008789,16.15991211
4 04 2016,2074.02002,2062.570068,2073.189941,2066.129883,3485710000,2066.129883,11.44995117,-7.060058594
5 04 2016,2062.5,2042.560059,2062.5,2045.170044,4154920000,2045.170044,19.93994141,-17.32995605
6 04 2016,2067.330078,2043.089966,2045.560059,2066.659912,3750800000,2066.659912,24.2401123,21.09985352
7 04 2016,2063.01001,2033.800049,2063.01001,2041.910034,3801250000,2041.910034,29.20996094,-21.09997559
8 04 2016,2060.629883,2041.689941,2045.540039,2047.599976,3359530000,2047.599976,18.93994141,2.059936523
9 04 2016,2060.629883,2041.689941,2045.540039,2047.599976,3359530000,2047.599976,18.93994141,2.059936523
10 04 2016,2060.629883,2041.689941,2045.540039,2047.599976,3359530000,2047.599976,18.93994141,2.059936523
11 04 2016,2062.929932,2041.880005,2050.22998,2041.98999,3567840000,2041.98999,21.04992676,-8.239990234
12 04 2016,2065.050049,2039.73999,2043.719971,2061.719971,4239740000,2061.719971,25.31005859,18
13 04 2016,2083.179932,2065.919922,2065.919922,2082.419922,4191830000,2082.419922,17.26000977,16.5
14 04 2016,2087.840088,2078.129883,2082.889893,2082.780029,3765870000,2082.780029,9.710205078,-0.109863281
15 04 2016,2083.219971,2076.310059,2083.100098,2080.72998,3701450000,2080.72998,6.909912109,-2.370117188
16 04 2016,2083.219971,2076.310059,2083.100098,2080.72998,3701450000,2080.72998,6.909912109,-2.370117188
17 04 2016,2083.219971,2076.310059,2083.100098,2080.72998,3701450000,2080.72998,6.909912109,-2.370117188
18 04 2016,2094.659912,2073.649902,2078.830078,2094.340088,3316880000,2094.340088,21.01000977,15.51000977
19 04 2016,2104.050049,2091.679932,2096.050049,2100.800049,3896830000,2100.800049,12.37011719,4.75
20 04 2016,2111.050049,2096.320068,2101.52002,2102.399902,4184880000,2102.399902,14.72998047,0.879882813
21 04 2016,2103.780029,2088.52002,2102.090088,2091.47998,4175290000,2091.47998,15.26000977,-10.61010742
22 04 2016,2094.320068,2081.199951,2091.48999,2091.580078,3790580000,2091.580078,13.12011719,0.090087891
23 04 2016,2094.320068,2081.199951,2091.48999,2091.580078,3790580000,2091.580078,13.12011719,0.090087891
24 04 2016,2094.320068,2081.199951,2091.48999,2091.580078,3790580000,2091.580078,13.12011719,0.090087891
25 04 2016,2089.370117,2077.52002,2089.370117,2087.790039,3319740000,2087.790039,11.85009766,-1.580078125
26 04 2016,2096.870117,2085.800049,2089.840088,2091.699951,3557190000,2091.699951,11.07006836,1.859863281
27 04 2016,2099.889893,2082.310059,2092.330078,2095.149902,4100110000,2095.149902,17.57983398,2.819824219
28 04 2016,2099.300049,2071.620117,2090.929932,2075.810059,4309840000,2075.810059,27.67993164,-15.11987305
29 04 2016,2073.850098,2052.280029,2071.820068,2065.300049,4704720000,2065.300049,21.57006836,-6.520019531
30 04 2016,2073.850098,2052.280029,2071.820068,2065.300049,4704720000,2065.300049,21.57006836,-6.520019531
1 05 2016,2073.850098,2052.280029,2071.820068,2065.300049,4704720000,2065.300049,21.57006836,-6.520019531
2 05 2016,2083.419922,2066.110107,2067.169922,2081.429932,3841110000,2081.429932,17.30981445,14.26000977
3 05 2016,2077.179932,2054.889893,2077.179932,2063.370117,4173390000,2063.370117,22.29003906,-13.80981445
4 05 2016,2060.300049,2045.550049,2060.300049,2051.120117,4058560000,2051.120117,14.75,-9.179931641
5 05 2016,2060.22998,2045.77002,2052.949951,2050.629883,4008530000,2050.629883,14.45996094,-2.320068359
6 05 2016,2057.719971,2039.449951,2047.77002,2057.139893,3796350000,2057.139893,18.27001953,9.369873047
7 05 2016,2057.719971,2039.449951,2047.77002,2057.139893,3796350000,2057.139893,18.27001953,9.369873047
8 05 2016,2057.719971,2039.449951,2047.77002,2057.139893,3796350000,2057.139893,18.27001953,9.369873047
9 05 2016,2064.149902,2054.310059,2057.550049,2058.689941,3788620000,2058.689941,9.83984375,1.139892578
10 05 2016,2084.870117,2062.629883,2062.629883,2084.389893,3600200000,2084.389893,22.24023438,21.76000977
11 05 2016,2083.290039,2064.459961,2083.290039,2064.459961,3821980000,2064.459961,18.83007813,-18.83007813
12 05 2016,2073.98999,2053.129883,2067.169922,2064.110107,3782390000,2064.110107,20.86010742,-3.059814453
13 05 2016,2066.790039,2043.130005,2062.5,2046.609985,3579880000,2046.609985,23.66003418,-15.89001465
14 05 2016,2066.790039,2043.130005,2062.5,2046.609985,3579880000,2046.609985,23.66003418,-15.89001465
15 05 2016,2066.790039,2043.130005,2062.5,2046.609985,3579880000,2046.609985,23.66003418,-15.89001465
16 05 2016,2071.879883,2046.530029,2046.530029,2066.659912,3501360000,2066.659912,25.34985352,20.12988281
17 05 2016,2065.689941,2040.819946,2065.040039,2047.209961,4108960000,2047.209961,24.86999512,-17.83007813
18 05 2016,2060.610107,2034.48999,2044.380005,2047.630005,4101320000,2047.630005,26.12011719,3.25
19 05 2016,2044.209961,2025.910034,2044.209961,2040.040039,3846770000,2040.040039,18.29992676,-4.169921875
20 05 2016,2058.350098,2041.880005,2041.880005,2052.320068,3507650000,2052.320068,16.47009277,10.44006348
21 05 2016,2058.350098,2041.880005,2041.880005,2052.320068,3507650000,2052.320068,16.47009277,10.44006348
22 05 2016,2058.350098,2041.880005,2041.880005,2052.320068,3507650000,2052.320068,16.47009277,10.44006348
23 05 2016,2055.580078,2047.26001,2052.22998,2048.040039,3055480000,2048.040039,8.320068359,-4.189941406
24 05 2016,2079.669922,2052.649902,2052.649902,2076.060059,3627340000,2076.060059,27.02001953,23.41015625
25 05 2016,2094.72998,2078.929932,2078.929932,2090.540039,3859160000,2090.540039,15.80004883,11.61010742
26 05 2016,2094.300049,2087.080078,2091.439941,2090.100098,3230990000,2090.100098,7.219970703,-1.33984375
27 05 2016,2099.060059,2090.060059,2090.060059,2099.060059,3079150000,2099.060059,9,9
28 05 2016,2099.060059,2090.060059,2090.060059,2099.060059,3079150000,2099.060059,9,9
29 05 2016,2099.060059,2090.060059,2090.060059,2099.060059,3079150000,2099.060059,9,9
30 05 2016,2099.060059,2090.060059,2090.060059,2099.060059,3079150000,2099.060059,9,9
31 05 2016,2103.47998,2088.659912,2100.129883,2096.949951,4514410000,2096.949951,14.82006836,-3.179931641
1 06 2016,2100.969971,2085.100098,2093.939941,2099.330078,3525170000,2099.330078,15.86987305,5.390136719
2 06 2016,2105.26001,2088.590088,2097.709961,2105.26001,3632720000,2105.26001,16.66992188,7.550048828
3 06 2016,2104.070068,2085.360107,2104.070068,2099.129883,3627780000,2099.129883,18.70996094,-4.940185547
4 06 2016,2104.070068,2085.360107,2104.070068,2099.129883,3627780000,2099.129883,18.70996094,-4.940185547
5 06 2016,2104.070068,2085.360107,2104.070068,2099.129883,3627780000,2099.129883,18.70996094,-4.940185547
6 06 2016,2113.360107,2100.830078,2100.830078,2109.409912,3442020000,2109.409912,12.5300293,8.579833984
7 06 2016,2119.219971,2110.179932,2110.179932,2112.129883,3534730000,2112.129883,9.040039063,1.949951172
8 06 2016,2120.550049,2112.709961,2112.709961,2119.120117,3562060000,2119.120117,7.840087891,6.41015625
9 06 2016,2117.639893,2107.72998,2115.649902,2115.47998,3290320000,2115.47998,9.909912109,-0.169921875
10 06 2016,2109.570068,2089.959961,2109.570068,2096.070068,3515010000,2096.070068,19.61010742,-13.5
11 06 2016,2109.570068,2089.959961,2109.570068,2096.070068,3515010000,2096.070068,19.61010742,-13.5
12 06 2016,2109.570068,2089.959961,2109.570068,2096.070068,3515010000,2096.070068,19.61010742,-13.5
13 06 2016,2098.120117,2078.459961,2091.75,2079.060059,3392030000,2079.060059,19.66015625,-12.68994141
14 06 2016,2081.300049,2064.100098,2076.649902,2075.320068,3759770000,2075.320068,17.19995117,-1.329833984
15 06 2016,2085.649902,2069.800049,2077.600098,2071.5,3544720000,2071.5,15.84985352,-6.100097656
16 06 2016,2079.620117,2050.370117,2066.360107,2077.98999,3628280000,2077.98999,29.25,11.62988281
17 06 2016,2078.199951,2062.840088,2078.199951,2071.219971,4952630000,2071.219971,15.35986328,-6.979980469
18 06 2016,2078.199951,2062.840088,2078.199951,2071.219971,4952630000,2071.219971,15.35986328,-6.979980469
19 06 2016,2078.199951,2062.840088,2078.199951,2071.219971,4952630000,2071.219971,15.35986328,-6.979980469
20 06 2016,2100.659912,2075.580078,2075.580078,2083.25,3467440000,2083.25,25.07983398,7.669921875
21 06 2016,2093.659912,2083.02002,2085.189941,2088.899902,3232880000,2088.899902,10.63989258,3.709960938
22 06 2016,2099.709961,2084.360107,2089.75,2085.449951,3168160000,2085.449951,15.34985352,-4.300048828
23 06 2016,2113.320068,2092.800049,2092.800049,2113.320068,3297940000,2113.320068,20.52001953,20.52001953
24 06 2016,2103.810059,2032.569946,2103.810059,2037.410034,7597450000,2037.410034,71.2401123,-66.40002441
25 06 2016,2103.810059,2032.569946,2103.810059,2037.410034,7597450000,2037.410034,71.2401123,-66.40002441
26 06 2016,2103.810059,2032.569946,2103.810059,2037.410034,7597450000,2037.410034,71.2401123,-66.40002441
27 06 2016,2031.449951,1991.680054,2031.449951,2000.540039,5431220000,2000.540039,39.76989746,-30.90991211
28 06 2016,2036.089966,2006.670044,2006.670044,2036.089966,4385810000,2036.089966,29.41992188,29.41992188
29 06 2016,2073.129883,2042.689941,2042.689941,2070.77002,4241740000,2070.77002,30.43994141,28.08007813
30 06 2016,2098.939941,2070,2073.169922,2098.860107,4622820000,2098.860107,28.93994141,25.69018555
1 07 2016,2108.709961,2097.899902,2099.340088,2102.949951,3458890000,2102.949951,10.81005859,3.609863281
2 07 2016,2108.709961,2097.899902,2099.340088,2102.949951,3458890000,2102.949951,10.81005859,3.609863281
3 07 2016,2108.709961,2097.899902,2099.340088,2102.949951,3458890000,2102.949951,10.81005859,3.609863281
4 07 2016,2108.709961,2097.899902,2099.340088,2102.949951,3458890000,2102.949951,10.81005859,3.609863281
5 07 2016,2095.050049,2080.860107,2095.050049,2088.550049,3658380000,2088.550049,14.18994141,-6.5
6 07 2016,2100.719971,2074.02002,2084.429932,2099.72998,3909380000,2099.72998,26.69995117,15.30004883
7 07 2016,2109.080078,2089.389893,2100.419922,2097.899902,3604550000,2097.899902,19.69018555,-2.520019531
8 07 2016,2131.709961,2106.969971,2106.969971,2129.899902,3607500000,2129.899902,24.73999023,22.92993164
9 07 2016,2131.709961,2106.969971,2106.969971,2129.899902,3607500000,2129.899902,24.73999023,22.92993164
10 07 2016,2131.709961,2106.969971,2106.969971,2129.899902,3607500000,2129.899902,24.73999023,22.92993164
11 07 2016,2143.159912,2131.719971,2131.719971,2137.159912,3253340000,2137.159912,11.43994141,5.439941406
12 07 2016,2155.399902,2139.5,2139.5,2152.139893,4097820000,2152.139893,15.89990234,12.63989258
13 07 2016,2156.449951,2146.209961,2153.810059,2152.429932,3502320000,2152.429932,10.23999023,-1.380126953
14 07 2016,2168.98999,2157.879883,2157.879883,2163.75,3465610000,2163.75,11.11010742,5.870117188
15 07 2016,2169.050049,2155.790039,2165.129883,2161.73999,3122600000,2161.73999,13.26000977,-3.389892578
16 07 2016,2169.050049,2155.790039,2165.129883,2161.73999,3122600000,2161.73999,13.26000977,-3.389892578
17 07 2016,2169.050049,2155.790039,2165.129883,2161.73999,3122600000,2161.73999,13.26000977,-3.389892578
18 07 2016,2168.350098,2159.629883,2162.040039,2166.889893,3009310000,2166.889893,8.720214844,4.849853516
19 07 2016,2164.629883,2159.01001,2163.790039,2163.780029,2968340000,2163.780029,5.619873047,-0.010009766
20 07 2016,2175.629883,2164.889893,2166.100098,2173.02002,3211860000,2173.02002,10.73999023,6.919921875
21 07 2016,2174.560059,2159.75,2172.909912,2165.169922,3438900000,2165.169922,14.81005859,-7.739990234
22 07 2016,2175.110107,2163.23999,2166.469971,2175.030029,3023280000,2175.030029,11.87011719,8.560058594
23 07 2016,2175.110107,2163.23999,2166.469971,2175.030029,3023280000,2175.030029,11.87011719,8.560058594
24 07 2016,2175.110107,2163.23999,2166.469971,2175.030029,3023280000,2175.030029,11.87011719,8.560058594
25 07 2016,2173.709961,2161.949951,2173.709961,2168.47998,3057240000,2168.47998,11.76000977,-5.229980469
26 07 2016,2173.540039,2160.179932,2168.969971,2169.179932,3442350000,2169.179932,13.36010742,0.209960938
27 07 2016,2174.97998,2159.070068,2169.810059,2166.580078,3995500000,2166.580078,15.90991211,-3.229980469
28 07 2016,2172.850098,2159.73999,2166.050049,2170.060059,3664240000,2170.060059,13.11010742,4.010009766
29 07 2016,2177.090088,2163.48999,2168.830078,2173.600098,4038840000,2173.600098,13.60009766,4.770019531
30 07 2016,2177.090088,2163.48999,2168.830078,2173.600098,4038840000,2173.600098,13.60009766,4.770019531
31 07 2016,2177.090088,2163.48999,2168.830078,2173.600098,4038840000,2173.600098,13.60009766,4.770019531
1 08 2016,2178.290039,2166.209961,2173.149902,2170.840088,3505990000,2170.840088,12.08007813,-2.309814453
2 08 2016,2170.199951,2147.580078,2169.939941,2157.030029,3848750000,2157.030029,22.61987305,-12.90991211
3 08 2016,2163.790039,2152.560059,2156.810059,2163.790039,3786530000,2163.790039,11.22998047,6.979980469
4 08 2016,2168.189941,2159.070068,2163.51001,2164.25,3709200000,2164.25,9.119873047,0.739990234
5 08 2016,2182.870117,2168.790039,2168.790039,2182.870117,3663070000,2182.870117,14.08007813,14.08007813
6 08 2016,2182.870117,2168.790039,2168.790039,2182.870117,3663070000,2182.870117,14.08007813,14.08007813
